"campeon","nombre","pasiva","asignacionDeTecla","descripcion","linkVideo"
"FIDDLESTICKS","SEGAR","false","E","Fiddlesticks ataca en área con su guadaña, lo que ralentiza a todos los enemigos alcanzados y silencia a aquellos que golpea en el centro de la cuchillada.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0009/ability_0009_E1.mp4"
"FIDDLESTICKS","TORMENTA DE CUERVOS","false","R","Una bandada de cuervos rodea a Fiddlesticks e inflige daño cada segundo a todas las unidades enemigas de la zona.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0009/ability_0009_R1.mp4"
"FIORA","BAILE DE DUELISTA","true","p","Fiora ha revelado un punto vital de este campeón. Si golpea este punto vital, restaura vida y obtiene velocidad de movimiento.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0114/ability_0114_P1.mp4"
"FIORA","EMBESTIDA","false","Q","Fiora se abalanza hacia un punto y apuñala a un enemigo cercano, al que causa daño físico y aplica efectos de impacto.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0114/ability_0114_Q1.mp4"
"FIORA","RÉPLICA","false","W","Fiora bloquea todo el daño y las debilitaciones durante breve tiempo y luego golpea en una dirección. La estocada ralentiza al primer campeón enemigo alcanzado, o lo aturde si Fiora bloqueó un efecto de inmovilización con la habilidad.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0114/ability_0114_W1.mp4"
"FIORA","ESGRIMA","false","E","Fiora cuenta con velocidad de ataque adicional durante dos ataques. El primero ralentiza al objetivo y el segundo asesta un golpe crítico.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0114/ability_0114_E1.mp4"
"FIORA","DUELO EXCELSO","false","R","Fiora localiza los cuatro puntos vitales de un campeón enemigo y obtiene velocidad de movimiento mientras está cerca de ellos. Si lo alcanza en los cuatro puntos vitales o el objetivo muere después de que haya alcanzado al menos uno, Fiora y sus aliados de la zona reciben curación durante los siguientes segundos.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0114/ability_0114_R1.mp4"
"FIZZ","LUCHADOR ÁGIL","true","p","Fizz se puede mover a través de unidades y reduce una cantidad fija el daño proveniente de cualquier fuente.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0105/ability_0105_P1.mp4"
"FIZZ","GOLPE DE ERIZO DE MAR","false","Q","Fizz atraviesa a su objetivo, inflige daño mágico y aplica efectos de impacto.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0105/ability_0105_Q1.mp4"
"FIZZ","TRIDENTE PIEDRAMAR","false","W","Los ataques de Fizz hacen que sus enemigos se desangren y sufran daño mágico durante varios segundos. Fizz puede potenciar su siguiente ataque para infligir daño adicional y potenciar sus siguientes ataques durante un breve periodo de tiempo.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0105/ability_0105_W1.mp4"
"FIZZ","JUGUETÓN/GAMBERRO","false","E","Fizz salta al aire y aterriza grácilmente sobre su lanza, siendo imposible atacarlo. Desde esta posición, Fizz puede dejarse caer para aplastar el suelo u optar por saltar de nuevo antes de hacerlo.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0105/ability_0105_E1.mp4"
"FIZZ","CARNAZA PARA TIBURONES","false","R","Fizz lanza hacia una dirección un pez que se adhiere al primer campeón que toca y lo ralentiza. Tras un momento, sale un tiburón de la tierra que lanza al objetivo por los aires y empuja a un lado a los enemigos cercanos. Todos los enemigos alcanzados sufren daño mágico y son ralentizados.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0105/ability_0105_R1.mp4"
"GALIO","APLASTAMIENTO COLOSAL","true","p","Cada pocos segundos, el siguiente ataque básico de Galio inflige daño mágico adicional en un área.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0003/ability_0003_P1.mp4"
"GALIO","VIENTOS DE GUERRA","false","Q","Galio lanza dos remolinos de viento que se unen y convierten en un gran tornado que inflige daño prolongado.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0003/ability_0003_Q1.mp4"
"GALIO","ESCUDO DE DURAND","false","W","Galio carga en posición defensiva y se mueve lentamente. Tras liberar la carga, Galio provocará y dañará a los enemigos cercanos.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0003/ability_0003_W1.mp4"
"GALIO","PUÑETAZO JUSTICIERO","false","E","Galio dará un pequeño paso hacia atrás, cargará hacia delante y aturdirá al primer enemigo que se encuentre en su camino.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0003/ability_0003_E1.mp4"
"GALIO","ENTRADA HEROICA","false","R","Galio designa la ubicación de un campeón aliado como punto de aterrizaje y otorga un escudo mágico a todos los aliados en la zona. Tras un breve lapso de tiempo, Galio aterriza en la ubicación y lanza a los enemigos cercanos por los aires.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0003/ability_0003_R1.mp4"
"GANGPLANK","PRUEBA DE FUEGO","true","p","Cada pocos segundos, los ataques cuerpo a cuerpo de Gangplank hacen arder a sus víctimas.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0041/ability_0041_P1.mp4"
"GANGPLANK","PARRRLAMENTO","false","Q","Dispara a un objetivo y recibe oro por cada unidad enemiga asesinada.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0041/ability_0041_Q1.mp4"
"GANGPLANK","ELIMINAR ESCORBUTO","false","W","Los efectos curativos de los cítricos eliminan los efectos de control de adversario y restauran vida.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0041/ability_0041_W1.mp4"
"GANGPLANK","BARRIL DE PÓLVORA","false","E","Gangplank destapa un barril explosivo en una ubicación objetivo. Si lo rompe, el barril explota y, además de extender el daño del ataque a los enemigos de la zona, los ralentiza.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0041/ability_0041_E1.mp4"
"GANGPLANK","ANDANADA DE CAÑÓN","false","R","Gangplank ordena a su barco que dispare sobre un área. Los enemigos situados en ella quedan ralentizados y sufren daño.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0041/ability_0041_R1.mp4"
"GAREN","PERSEVERANCIA","true","p","Si Garen no se ha visto afectado recientemente por ataques o habilidades de enemigos, regenera un porcentaje de su vida máxima cada segundo.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0086/ability_0086_P1.mp4"
"GAREN","GOLPE DECISIVO","false","Q","Garen obtiene un aumento de velocidad de movimiento y se libra de todas las ralentizaciones. Su siguiente ataque golpea una zona vital de su enemigo, lo que inflige daño adicional y lo silencia.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0086/ability_0086_Q1.mp4"
"GAREN","CORAJE","false","W","Garen aumenta de forma pasiva su armadura y su resistencia mágica al asesinar a enemigos. También puede activar esta habilidad para obtener un escudo y una mejora de tenacidad durante un breve periodo de tiempo, seguido de una reducción de daño menor que dura más.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0086/ability_0086_W1.mp4"
"GAREN","JUICIO","false","E","Garen hace girar su espada rápidamente a su alrededor e inflige daño físico a los enemigos cercanos.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0086/ability_0086_E1.mp4"
"GAREN","JUSTICIA DEMACIANA","false","R","Garen invoca el poder de Demacia para intentar ejecutar a un campeón enemigo.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0086/ability_0086_R1.mp4"
"GNAR","GEN DE FURIA","true","p","Gnar genera furia en combate. Al llegar a su nivel máximo, su próxima habilidad lo transforma en Mega-Gnar, una forma en la que es más resistente y tiene acceso a nuevas habilidades.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0150/ability_0150_P1.mp4"
"GNAR","BUMERÁN / PEÑASCAZO","false","Q","Gnar lanza un bumerán que daña y ralentiza a los enemigos que alcanza antes de volver a él. Si recoge el bumerán, el enfriamiento se reduce. Mega-Gnar lanza un peñasco a un enemigo y daña y ralentiza a los que están a su alrededor. También en este caso se puede recoger el proyectil para reducir el enfriamiento.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0150/ability_0150_Q1.mp4"
"GNAR","HÍPER / GOLPAZO","false","W","Los ataques y hechizos de Gnar lo aceleran, con lo que causa daño adicional y aumenta su velocidad de movimiento. Mega-Gnar está demasiado furioso para correr y lo que hace es levantarse y golpear con violencia la zona que tiene delante. Los enemigos situados en ella quedan aturdidos.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0150/ability_0150_W1.mp4"
"GNAR","BRINCO / SACUDIDA","false","E","Gnar salta sobre una ubicación y, si aterriza sobre la cabeza de una unidad, puede seguir saltando. Mega-Gnar es demasiado grande para rebotar, así que aterriza con fuerza devastadora y causa daño en la zona circundante.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0150/ability_0150_E1.mp4"
"GNAR","¡GNAR!","false","R","Mega-Gnar arroja en una dirección a todos los enemigos circundantes, que resultan dañados y ralentizados. Cualquier enemigo que choque con un muro queda aturdido y recibe daño adicional.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0150/ability_0150_R1.mp4"
"GRAGAS","HORA FELIZ","true","p","Gragas se cura de forma periódica al usar una habilidad.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0079/ability_0079_P1.mp4"
"GRAGAS","BARRIL RODANTE","false","Q","Gragas hace rodar su tonel hacia un lugar específico. La explosión se puede activar o, de lo contrario, explotará automáticamente tras 4 s. La potencia de la explosión aumenta a lo largo del tiempo. Los enemigos a los que alcance la explosión sufrirán una reducción de velocidad de movimiento.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0079/ability_0079_Q1.mp4"
"GRAGAS","FURIA EBRIA","false","W","Gragas engulle cerveza de su tonel durante 1 s. Al terminar, su estado de embriaguez lo hace más poderoso, por lo que inflige daño mágico a los enemigos cercanos en su siguiente ataque básico y disminuye el daño recibido.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0079/ability_0079_W1.mp4"
"GRAGAS","BARRIGAZO","false","E","Gragas carga hacia un lugar determinado y choca contra el primer enemigo con el que se topa, lo que inflige daño a todas las unidades enemigas cercanas y las aturde.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0079/ability_0079_E1.mp4"
"GRAGAS","TONEL EXPLOSIVO","false","R","Gragas arroja su tonel hacia un lugar, lo que causa daño y empuja hacia atrás a los enemigos a los que alcance con la explosión.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0079/ability_0079_R1.mp4"
"GRAVES","NUEVO DESTINO","true","p","La escopeta de Graves tiene características únicas. Tiene que recargar cuando se queda sin munición. Los ataques lanzan 4 balas que no pueden atravesar unidades. Hacen retroceder a los objetivos que no sean campeones y hayan sido alcanzados por varias balas.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0104/ability_0104_P1.mp4"
"GRAVES","FIN DE TRAYECTO","false","Q","Graves dispara un proyectil explosivo que detona tras 2 segundos, o tras 0,2 segundos si impacta en un obstáculo.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0104/ability_0104_Q1.mp4"
"GRAVES","PANTALLA DE HUMO","false","W","Graves dispara una bomba al área seleccionada y crea una nube de humo que reduce el alcance de visión. Los enemigos a los que alcance el primer impacto sufren daño mágico y su velocidad de movimiento se reduce brevemente.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0104/ability_0104_W1.mp4"
"GRAVES","DISPARO VELOZ","false","E","Graves se lanza hacia adelante, obteniendo una mejora de armadura durante varios segundos. Si se desplaza hacia un campeón enemigo, en cambio, gana dos acumulaciones de Auténtico valor. Golpear a los enemigos con ataques básicos reduce el enfriamiento de esta habilidad y renueva las mejoras defensivas.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0104/ability_0104_E1.mp4"
"GRAVES","DAÑO COLATERAL","false","R","Graves dispara un tiro explosivo que inflige mucho daño al primer campeón en el que impacte. Tras golpear a un campeón o llegar al final de su alcance, la bala explota infligiendo daño en un cono.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0104/ability_0104_R1.mp4"
"GWEN","MIL CORTES","true","p","Los ataques de Gwen infligen daño mágico adicional según la vida de los objetivos. Se cura una parte del daño que inflige a campeones con este efecto.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0887/ability_0887_P1.mp4"
"GWEN","¡CORTA, CORTA!","false","Q","Gwen blande sus tijeras hasta 6 veces en un arco frente a ella infligiendo daño mágico. Inflige daño verdadero a las unidades en el centro y aplica su pasiva con cada ataque.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0887/ability_0887_Q1.mp4"
"GWEN","NIEBLA CONSAGRADA","false","W","Gwen invoca una niebla que la protege de los enemigos en el exterior. Solo puede ser objetivo de los enemigos que entren en la niebla.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0887/ability_0887_W1.mp4"
"GWEN","SALTO Y CORTE","false","E","Gwen se desliza una pequeña distancia y obtiene velocidad de ataque, alcance y daño mágico al golpear durante unos pocos segundos. Si golpea a un enemigo durante ese periodo de tiempo, el enfriamiento de esta habilidad se recupera parcialmente.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0887/ability_0887_E1.mp4"
"GWEN","BORDADO","false","R","Gwen lanza una aguja que ralentiza, inflige daño mágico y aplica Mil cortes a los campeones golpeados. Esta habilidad se puede lanzar hasta dos veces más y cada lanzamiento arroja agujas adicionales e inflige más daño. Gwen debe golpear a un enemigo entre cada lanzamiento para desbloquear el siguiente.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0887/ability_0887_R1.mp4"
"HECARIM","SENDERO DE GUERRA","true","p","Hecarim obtiene daño de ataque igual a un porcentaje de su velocidad de movimiento adicional.",
"HECARIM","ALBOROTO","false","Q","Hecarim hiende su arma, infligiendo daño físico a los enemigos cercanos. Si Hecarim inflige daño al menos a un enemigo, aumenta el daño y reduce el enfriamiento de los siguientes Alborotos.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0120/ability_0120_Q1.mp4"
"HECARIM","ESPÍRITU DE PAVOR","false","W","Hecarim obtiene armadura y resistencia mágica. Hecarim inflige daño mágico a los enemigos cercanos y recupera una cantidad de vida equivalente a un porcentaje del daño recibido por dichos enemigos.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0120/ability_0120_W1.mp4"
"HECARIM","CARGA DEVASTADORA","false","E","La velocidad de movimiento de Hecarim aumenta y puede moverse entre unidades durante un breve periodo de tiempo. Su siguiente ataque empuja al objetivo e inflige daño físico adicional en función de la distancia recorrida tras haber activado la habilidad.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0120/ability_0120_E1.mp4"
"HECARIM","ENVITE DE SOMBRAS","false","R","Hecarim invoca jinetes espectrales y carga, infligiendo daño mágico en línea recta. Hecarim crea una onda de choque al terminar su carga que hace que los enemigos cercanos huyan aterrorizados.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0120/ability_0120_R1.mp4"
"HEIMERDINGER","AFINIDAD HEXTECH","true","p","Obtén velocidad de movimiento al estar cerca de torres aliadas y de torretas desplegadas por Heimerdinger.",
"HEIMERDINGER","TORRETA EVOLUCIONADA H-28 G","false","Q","Heimerdinger despliega una torreta de fuego rápido equipada con un segundo cañón de ataque (las torretas infligen la mitad de daño a las torres).","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0074/ability_0074_Q1.mp4"
"HEIMERDINGER","MICROCOHETES HEXTECH","false","W","Heimerdinger dispara proyectiles de largo alcance que convergen en su cursor.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0074/ability_0074_W1.mp4"
"HEIMERDINGER","GRANADA DE TORMENTA DE ELECTRONES CH-2","false","E","Heimerdinger lanza una granada que causa daño, aturde a las unidades que reciben el impacto de forma directa y ralentiza a las unidades cercanas.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0074/ability_0074_E1.mp4"
"HEIMERDINGER","¡MEJORA!","false","R","Heimerdinger inventa una mejora con la que aumenta los efectos de su próxima habilidad.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0074/ability_0074_R1.mp4"
"ILLAOI","PROFETA DE UN DIOS ANTIGUO","true","p","Illaoi y los recipientes que crea generan tentáculos en el terreno circundante. Los tentáculos atacan a espíritus, recipientes y víctimas de Dura lección de Illaoi. Los tentáculos infligen daño físico a los enemigos alcanzados y curan a Illaoi si dañan a un campeón.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0420/ability_0420_P1.mp4"
"ILLAOI","APLASTAMIENTO CON TENTÁCULO","false","Q","Aumenta el daño que infligen los tentáculos. Al activarla, Illaoi golpea con un tentáculo que inflige daño físico.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0420/ability_0420_Q1.mp4"
"ILLAOI","DURA LECCIÓN","false","W","Illaoi salta hacia su objetivo, le inflige daño físico y hace que los tentáculos cercanos lo ataquen también.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0420/ability_0420_W1.mp4"
"ILLAOI","PRUEBA DE ESPÍRITU","false","E","Illaoi arranca el espíritu del cuerpo de un enemigo y lo obliga a mostrarse ante ella. Los espíritus transmiten al objetivo original un porcentaje del daño sufrido. Si muere o si el objetivo se aleja demasiado del espíritu, el objetivo se convertirá en un recipiente y hará aparecer tentáculos.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0420/ability_0420_E1.mp4"
"ILLAOI","SALTO DE FE","false","R","Illaoi golpea su ídolo contra el suelo e inflige daño físico a los enemigos cercanos. Aparecerá un tentáculo por cada campeón impactado.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0420/ability_0420_R1.mp4"
"IRELIA","FERVOR JONIO","true","p","Cuando las habilidades de Irelia golpean a enemigos, obtiene una mejora acumulable de velocidad de ataque. Con el máximo de acumulaciones, sus ataques básicos también infligen daño adicional.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0039/ability_0039_P1.mp4"
"IRELIA","EMBATE DE ESPADA","false","Q","Irelia se desliza hacia delante, golpea a su objetivo y se cura. Si el objetivo queda marcado o muere con Embate de espada, se reinicia el enfriamiento.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0039/ability_0039_Q1.mp4"
"IRELIA","DANZA DESAFIANTE","false","W","Irelia carga un golpe que inflige más daño cuanto más lo cargue. Recibe menos daño físico mientras carga.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0039/ability_0039_W1.mp4"
"IRELIA","DÚO IMPECABLE","false","E","Irelia envía dos cuchillas que convergen entre sí. Los enemigos atrapados en medio de las cuchillas reciben daño, quedan aturdidos y son marcados.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0039/ability_0039_E1.mp4"
"IRELIA","FILO DE LA VANGUARDIA","false","R","Irelia libera una gran cantidad de cuchillas que explotan hacia fuera al alcanzar a un campeón enemigo. Los enemigos alcanzados por las cuchillas reciben daño y quedan marcados. Después, las cuchillas forman un muro que inflige daño y ralentiza a los enemigos que pasen por él.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0039/ability_0039_R1.mp4"
"IVERN","AMIGO DEL BOSQUE","true","p","Ivern no puede atacar ni ser atacado por monstruos no épicos. Ivern puede crear arboledas mágicas que crecen con el tiempo en los campamentos de la jungla. Cuando la arboleda ha crecido por completo, Ivern puede liberar a los monstruos para recibir oro y experiencia.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0427/ability_0427_P1.mp4"
"IVERN","LANZARRAÍCES","false","Q","Ivern conjura raíces que infligen daño e inmovilizan a los objetivos enemigos. Los aliados de Ivern pueden deslizarse hacia el objetivo inmovilizado.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0427/ability_0427_Q1.mp4"
"IVERN","CREAMALEZA","false","W","Cuando está en la maleza, los ataques de Ivern y de sus aliados cercanos infligen daño mágico adicional. Puede activar esta habilidad para crear una zona de maleza.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0427/ability_0427_W1.mp4"
"IVERN","SEMILLA DE RELOJERÍA","false","E","Ivern le concede un escudo a un aliado. Tras un breve lapso de tiempo, el escudo estalla, de forma que ralentiza e inflige daño a los enemigos. El escudo se regenera si no golpea a ningún enemigo.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0427/ability_0427_E1.mp4"
"IVERN","¡MARGARITA!","false","R","Ivern invoca a su amiga centinela, Margarita, para que luche con él. Vuelve a lanzar la habilidad para que Margarita se mueva o ataque.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0427/ability_0427_R1.mp4"
"JANNA","EMPUJE","true","p","Los aliados de Janna obtienen velocidad de movimiento al avanzar hacia ella. Janna inflige parte de la velocidad de movimiento adicional como daño mágico adicional al golpear y con Céfiro.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0040/ability_0040_P1.mp4"
"JANNA","TEMPORAL","false","Q","Cambiando puntualmente la presión y la temperatura, Janna logra crear una pequeña tormenta que aumenta de tamaño con el tiempo. Se puede activar de nuevo el hechizo para lanzar la tormenta. Al lanzarla, esta tormenta se desplaza hacia la dirección en que fue arrojada, lo que inflige daño y lanza por los aires a los enemigos que se encuentren en su camino.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0040/ability_0040_Q1.mp4"
"JANNA","CÉFIRO","false","W","Janna invoca un elemental de aire que aumenta de forma pasiva su velocidad de movimiento y le permite atravesar unidades. También puede activar esta habilidad para infligir daño y reducir la velocidad de movimiento de un enemigo.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0040/ability_0040_W1.mp4"
"JANNA","OJO DE LA TORMENTA","false","E","Janna conjura un vendaval defensivo que protege a una torreta o un campeón aliado del daño y aumenta su daño de ataque.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0040/ability_0040_E1.mp4"
"JANNA","MONZÓN","false","R","Janna se envuelve con una tormenta mágica que repele a sus enemigos. Una vez pasada la tormenta, unos vientos reparadores curan a los aliados cercanos mientras la habilidad se encuentra activa.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0040/ability_0040_R1.mp4"
"JARVAN IV","CADENCIA MARCIAL","true","p","El primer ataque básico de Jarvan contra un enemigo le inflige daño físico adicional según la vida que tenga. Este efecto no puede aplicarse de nuevo al mismo enemigo durante unos segundos.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0059/ability_0059_P1.mp4"
"JARVAN IV","GOLPE DEL DRAGÓN","false","Q","Jarvan IV proyecta su lanza ante sí, causando daño físico y mermando la armadura a los enemigos que se encuentre en su camino. Además, de este modo Jarvan se lanzará hacia su Estandarte demaciano, derribando a los enemigos que se encuentren en su camino.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0059/ability_0059_Q1.mp4"
"JARVAN IV","PROTECCIÓN ÁUREA","false","W","Jarvan IV invoca a los antiguos reyes de Demacia para que le protejan de todo posible daño y ralenticen a los enemigos que le rodeen.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0059/ability_0059_W1.mp4"
"JARVAN IV","ESTANDARTE DEMACIANO","false","E","Jarvan IV representa el orgullo de Demacia y goza, de forma pasiva, de una bonificación de velocidad de ataque. Al activar Estandarte demaciano, Jarvan IV puede colocar una bandera de Demacia que inflige daño mágico al impactar y otorga velocidad de ataque a los campeones aliados cercanos.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0059/ability_0059_E1.mp4"
"JARVAN IV","CATACLISMO","false","R","Jarvan IV salta heroicamente al combate cayendo sobre un objetivo, con tal fuerza que levanta la tierra a su alrededor para delimitar una zona de lucha. Los enemigos cercanos reciben daño en el momento del impacto.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0059/ability_0059_R1.mp4"
"JAX","ASALTO IMPLACABLE","true","p","Los ataques básicos consecutivos de Jax aumentan su velocidad de ataque constantemente.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0024/ability_0024_P1.mp4"
"JAX","GOLPE EN SALTO","false","Q","Jax salta hacia una unidad. Si es un enemigo, lo golpea con su arma.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0024/ability_0024_Q1.mp4"
"JAX","POTENCIACIÓN","false","W","Jax carga su arma con energía para que su siguiente ataque cause daño adicional.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0024/ability_0024_W1.mp4"
"JAX","CONTRAATAQUE","false","E","La habilidad de Jax para el combate le permite esquivar todos los ataques que reciba durante un breve período de tiempo y luego contraatacar rápidamente, aturdiendo a todos los enemigos de los alrededores.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0024/ability_0024_E1.mp4"
"JAX","GRAN MAESTRO DE ARMAS","false","R","Cada tercer golpe consecutivo inflige daño mágico adicional. Además, Jax puede activar esta habilidad para infligir daño a su alrededor y fortalecer su resolución, lo que aumenta su armadura y resistencia mágica durante un breve periodo.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0024/ability_0024_R1.mp4"
"JAYCE","CONDENSADOR HEXTECH","true","p","Cuando Jayce cambia de arma, obtiene velocidad de movimiento durante un breve periodo de tiempo.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0126/ability_0126_P1.mp4"
"JAYCE","¡HACIA LOS CIELOS! / EXPLOSIÓN ELÉCTRICA","false","Q","Posición de Martillo: Salta a una zona, infligiendo daño físico y ralentizando a los enemigos. Posición de Cañón: Lanza un orbe de electricidad que detona al golpear a un enemigo o llegar a su alcance máximo, infligiendo daño físico a todos los enemigos alcanzados.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0126/ability_0126_Q1.mp4"
"JAYCE","CAMPO DE RAYOS / HIPERCARGA","false","W","Posición de Martillo: Pasiva: Restaura maná por cada golpe. Activa: Crea un campo de rayos que daña a los enemigos cercanos durante varios segundos. Posición de Cañón: Obtiene un impulso de energía y aumenta al máximo la velocidad de ataque durante varios ataques.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0126/ability_0126_W1.mp4"
"JAYCE","GOLPE TORMENTOSO / PORTAL DE ACELERACIÓN","false","E","Posición de martillo: Inflige daño mágico y desplaza levemente a un enemigo. Posición de cañón: Lanza un Portal de aceleración que aumenta la velocidad de movimiento de todos los campeones aliados que lo atraviesen. Si se lanza Explosión eléctrica a través del portal, la velocidad, daño y alcance del proyectil aumentarán.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0126/ability_0126_E1.mp4"
"JAYCE","CAÑÓN DE MERCURIO / MARTILLO DE MERCURIO","false","R","Posición de Martillo: Se transforma en el Cañón de mercurio, con nuevas habilidades y mayor alcance. Su primer ataque reduce la armadura y la resistencia mágica del objetivo. Posición de Cañón: Se transforma en el Martillo de mercurio, con nuevas habilidades y un aumento de sus defensas. Su primer ataque inflige daño mágico adicional.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0126/ability_0126_R1.mp4"
"JHIN","SUSURRO","true","p","Susurro, el cañón de mano de Jhin, es un instrumento preciso diseñado para infligir un gran daño. Dispara con una cadencia fija y solo puede portar cuatro balas. Jhin baña la última bala con magia oscura para asestar impactos críticos e infligir daño de ejecución adicional. Siempre que Susurro asesta un impacto crítico, Jhin obtiene un aumento de velocidad de movimiento.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0202/ability_0202_P1.mp4"
"JHIN","GRANADA DANZANTE","false","Q","Jhin lanza un cartucho mágico a un enemigo. Podrá impactar a un máximo de cuatro objetivos y cada vez que mata suma daño.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0202/ability_0202_Q1.mp4"
"JHIN","FLORECER MORTAL","false","W","Jhin blande su bastón y dispara un proyectil con un alcance increíble. Atraviesa a los súbditos y los monstruos, pero se detiene en el primer campeón impactado. El objetivo queda inmovilizado si ha sido víctima de los ataques de los aliados de Jhin, de las trampas de loto o del daño de Jhin.","https://d28xe8vt774jo5.cloudfront.net/champion-abilities/0202/ability_0202_W1.mp4"
